Genre,Reports,Processed_Reports,Age,Year,Gender,Nationality,Gpa_Label,Char_Count,Word_Count,Average_Word_Length,Average_Sentence_Length,Sentiment_Score,Subjectivity_Score,Sentiment_Label,Cluster,Emotion_Scores,Emotion_Polarity,Emotion_Label,Gpa_Label_Num
Academic Support and Resources,I have a lot of personal commitments that are making it difficult to prioritize my schoolwork. I'm looking for strategies to help me better manage my time.,lot personal commitment making difficult prioritize schoolwork looking strategy help better manage time,22,1,F,Soudan,C,103,13,7.0,103.0,0.0,0.6,Neutral,2,"(0.0, 0.6)",0.0,Neutral,2
Academic Support and Resources,The course material for my physics class is very challenging and I'm struggling to keep up. I'm considering seeking additional help from a tutor.,course material physic class challenging struggling keep considering seeking additional help tutor,22,1,F,Soudan,C,98,12,7.25,98.0,0.5,1.0,Positive,2,"(0.5, 1.0)",0.5,Positive,2
Academic Support and Resources,I'm feeling overwhelmed with the amount of reading and assignments in my sociology class. I'm trying to break things down into smaller tasks to make it more manageable.,feeling overwhelmed amount reading assignment sociology class trying break thing smaller task make manageable,16,1,F,Soudan,B,109,14,6.857142857142857,109.0,0.0,0.5,Neutral,0,"(0.0, 0.5)",0.0,Neutral,3
Academic Support and Resources,I'm having trouble sleeping at night and it's causing me to feel tired and unfocused during the day. I'm looking for ways to improve my sleep habits.,trouble sleeping night causing feel tired unfocused day looking way improve sleep habit,26,1,M,Soudan,A,87,13,5.769230769230769,87.0,-0.3333333333333333,0.5666666666666667,Negative,0,"(-0.3333333333333333, 0.5666666666666667)",-0.3333333333333333,Negative,4
Academic Support and Resources,The pressure to maintain good grades is causing me a lot of stress and anxiety. I'm trying to find a healthy balance between school and self-care.,pressure maintain good grade causing lot stress anxiety trying find healthy balance school selfcare,23,1,M,Soudan,B,99,14,6.142857142857143,99.0,0.6,0.55,Positive,2,"(0.6, 0.55)",0.6,Positive,3
Academic Support and Resources,I'm struggling with mental health issues that are making it hard to focus on school. I'm working with a therapist to develop coping strategies.,struggling mental health issue making hard focus school working therapist develop coping strategy,16,1,M,Soudan,C,97,13,6.538461538461538,97.0,-0.19583333333333336,0.37083333333333335,Neutral,0,"(-0.19583333333333336, 0.37083333333333335)",-0.19583333333333336,Negative,2
Academic Support and Resources,I have a part-time job that's making it hard to balance my schoolwork. I'm trying to negotiate a better schedule with my employer.,parttime job thats making hard balance schoolwork trying negotiate better schedule employer,25,1,F,Soudan,D,91,12,6.666666666666667,91.0,0.10416666666666666,0.5208333333333333,Positive,0,"(0.10416666666666666, 0.5208333333333333)",0.10416666666666666,Positive,1
Academic Support and Resources,"I'm finding it hard to stay motivated with my coursework. I'm trying to set smaller, achievable goals to help me stay on track.",finding hard stay motivated coursework trying set smaller achievable goal help stay track,23,1,F,Soudan,D,89,13,5.923076923076923,89.0,-0.14583333333333334,0.5208333333333333,Negative,2,"(-0.14583333333333334, 0.5208333333333333)",-0.14583333333333334,Negative,1
Athletics and sports, I'm having trouble meeting the athletic eligibility requirements because of a schedule conflict with one of my classes. I wish there was more flexibility.,trouble meeting athletic eligibility requirement schedule conflict one class wish flexibility,18,4,F,Soudan,A,93,11,7.545454545454546,93.0,-0.2,0.2,Neutral,0,"(-0.2, 0.2)",-0.2,Negative,4
Athletics and sports,"As an athlete, I'm frustrated with the limited access to athletic facilities during peak hours. It's difficult to fit in training sessions when the gym is always packed.",athlete frustrated limited access athletic facility peak hour difficult fit training session gym always packed,23,1,F,Soudan,A,110,15,6.4,110.0,-0.21785714285714283,0.4357142857142857,Neutral,0,"(-0.21785714285714283, 0.4357142857142857)",-0.21785714285714283,Negative,4
Athletics and sports,I'm having trouble meeting the athletic eligibility requirements because of a schedule conflict with one of my classes. I wish there was more flexibility.,trouble meeting athletic eligibility requirement schedule conflict one class wish flexibility,24,4,F,Soudan,B,93,11,7.545454545454546,93.0,-0.2,0.2,Neutral,0,"(-0.2, 0.2)",-0.2,Negative,3
Athletics and sports,"I've had to deal with a sports-related injury, and the university's medical resources for athletes are very limited. I've had to seek treatment outside of campus.",deal sportsrelated injury university medical resource athlete limited seek treatment outside campus,22,5,F,Soudan,C,99,12,7.333333333333333,99.0,-0.023809523809523808,0.06428571428571428,Neutral,0,"(-0.023809523809523808, 0.06428571428571428)",-0.023809523809523808,Negative,2
Athletics and sports,"I don't like the culture of the sports team I'm on. It's very exclusive, and some members aren't treated fairly.",like culture sport team exclusive member arent treated fairly,27,2,M,Soudan,A,61,9,5.888888888888889,61.0,0.7,0.9,Positive,0,"(0.7, 0.9)",0.7,Positive,4
Athletics and sports,I'm disappointed with the gender inequality in our sports program. The women's teams don't get the same funding or recognition as the men's teams.,disappointed gender inequality sport program woman team get funding recognition men team,23,2,F,Soudan,F,88,12,6.416666666666667,88.0,-0.75,0.75,Negative,0,"(-0.75, 0.75)",-0.75,Negative,0
Athletics and sports,"I'm concerned about the university's compliance with Title IX. It seems like some sports programs receive preferential treatment, and that's not fair.",concerned university compliance title ix seems like sport program receive preferential treatment thats fair,24,4,M,Soudan,A,107,14,6.714285714285714,107.0,0.7,0.9,Positive,0,"(0.7, 0.9)",0.7,Positive,4
Athletics and sports,"The athletic facilities are always overcrowded, and I have to wait a long time to use the equipment I need for my training.",athletic facility always overcrowded wait long time use equipment need training,18,2,F,Soudan,A,79,11,6.2727272727272725,79.0,-0.05,0.4,Neutral,0,"(-0.05, 0.4)",-0.05,Negative,4
Athletics and sports,I feel like the athletic eligibility requirements are too strict and prevent many students from participating in sports.,feel like athletic eligibility requirement strict prevent many student participating sport,26,3,M,Soudan,A,90,11,7.2727272727272725,90.0,0.5,0.5,Neutral,0,"(0.5, 0.5)",0.5,Positive,4
Athletics and sports,"I suffered a sports-related injury and had to take time off from training, but the university's support for injured athletes is lacking.",suffered sportsrelated injury take time training university support injured athlete lacking,19,3,F,Soudan,A,91,11,7.363636363636363,91.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,4
Athletics and sports," The sports team culture at this university is toxic, and I don't feel welcome on the team.",sport team culture university toxic feel welcome team,16,2,F,Soudan,A,53,8,5.75,53.0,0.8,0.9,Positive,0,"(0.8, 0.9)",0.8,Positive,4
Athletics and sports," The gender inequality in sports is apparent, and the university needs to invest more resources into women's sports programs.",gender inequality sport apparent university need invest resource woman sport program,16,4,M,Soudan,A,84,11,6.7272727272727275,84.0,0.05,0.35,Neutral,0,"(0.05, 0.35)",0.05,Positive,4
Athletics and sports, The university needs to do more to ensure Title IX compliance and make sure all sports programs are treated fairly.,university need ensure title ix compliance make sure sport program treated fairly,25,4,F,Soudan,C,81,12,5.833333333333333,81.0,0.6,0.8944444444444444,Positive,0,"(0.6, 0.8944444444444444)",0.6,Positive,2
Athletics and sports, It's frustrating that I can't access the athletic facilities I need because of strict scheduling limitations.,frustrating cant access athletic facility need strict scheduling limitation,20,3,M,Soudan,F,75,9,7.444444444444445,75.0,-0.4,0.9,Negative,0,"(-0.4, 0.9)",-0.4,Negative,0
Athletics and sports," I wish the athletic eligibility requirements were more flexible, as they make it difficult for me to balance sports and academics.",wish athletic eligibility requirement flexible make difficult balance sport academic,21,3,F,Soudan,C,84,10,7.5,84.0,-0.25,0.5,Neutral,0,"(-0.25, 0.5)",-0.25,Negative,2
Athletics and sports," I'm struggling to get medical attention for my sports-related injury, and the university's resources are not sufficient.",struggling get medical attention sportsrelated injury university resource sufficient,23,3,F,Soudan,A,84,9,8.444444444444445,84.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,4
Athletics and sports," The sports team culture can be cliquey and exclusive, making it difficult for some members to feel included.",sport team culture cliquey exclusive making difficult member feel included,16,1,F,Soudan,B,74,10,6.5,74.0,-0.5,1.0,Negative,0,"(-0.5, 1.0)",-0.5,Negative,3
Athletics and sports, I've witnessed gender inequality within the sports program firsthand and feel it's time for change.,witnessed gender inequality within sport program firsthand feel time change,16,5,M,Soudan,F,75,10,6.6,75.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,0
Athletics and sports, The university needs to do more to ensure Title IX compliance and provide equal opportunities for all sports programs.,university need ensure title ix compliance provide equal opportunity sport program,27,1,M,Soudan,A,82,11,6.545454545454546,82.0,0.0,0.25,Neutral,0,"(0.0, 0.25)",0.0,Neutral,4
Athletics and sports, The athletic facilities are not well-maintained and are often dirty and overcrowded.,athletic facility wellmaintained often dirty overcrowded,23,5,F,Soudan,D,56,6,8.5,56.0,-0.6,0.8,Negative,0,"(-0.6, 0.8)",-0.6,Negative,1
Athletics and sports, The athletic eligibility requirements are too strict and limit the number of students who can participate in sports programs.,athletic eligibility requirement strict limit number student participate sport program,25,1,F,Soudan,C,86,10,7.7,86.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,2
Athletics and sports, I'm frustrated with the lack of resources available to athletes who suffer from injuries or other medical concerns.,frustrated lack resource available athlete suffer injury medical concern,17,3,F,Soudan,C,72,9,7.111111111111111,72.0,-0.09999999999999998,0.20000000000000004,Neutral,0,"(-0.09999999999999998, 0.20000000000000004)",-0.09999999999999998,Negative,2
Athletics and sports, The sports team culture is not inclusive and often feels like a popularity contest.,sport team culture inclusive often feel like popularity contest,18,3,F,Soudan,C,63,9,6.111111111111111,63.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,2
Athletics and sports," I've noticed a clear gender inequality within the sports program, and it's time for the university to take action.",noticed clear gender inequality within sport program time university take action,25,4,F,Soudan,F,80,11,6.363636363636363,80.0,0.1,0.24166666666666664,Neutral,0,"(0.1, 0.24166666666666664)",0.1,Positive,0
Athletics and sports," The university needs to ensure Title IX compliance and provide equal opportunities for all athletes, regardless of gender.",university need ensure title ix compliance provide equal opportunity athlete regardless gender,17,1,F,Soudan,B,94,12,6.916666666666667,94.0,0.0,0.25,Neutral,0,"(0.0, 0.25)",0.0,Neutral,3
Athletics and sports, The limited access to athletic facilities makes it challenging to train effectively and reach my goals.,limited access athletic facility make challenging train effectively reach goal,18,1,M,Soudan,D,78,10,6.9,78.0,0.3428571428571428,0.6476190476190476,Positive,2,"(0.3428571428571428, 0.6476190476190476)",0.3428571428571428,Positive,1
Athletics and sports, The athletic eligibility requirements don't take into account the unique circumstances of each athlete and can be unfair.,athletic eligibility requirement take account unique circumstance athlete unfair,18,1,F,Soudan,B,80,9,8.0,80.0,-0.0625,1.0,Negative,0,"(-0.0625, 1.0)",-0.0625,Negative,3
Athletics and sports," The university needs to invest in better medical resources for athletes, as the current options are insufficient.",university need invest better medical resource athlete current option insufficient,25,4,F,Soudan,C,82,10,7.3,82.0,0.16666666666666666,0.3,Neutral,0,"(0.16666666666666666, 0.3)",0.16666666666666666,Positive,2
Athletics and sports, The sports team culture needs to be more inclusive and welcoming to all members.,sport team culture need inclusive welcoming member,24,2,F,Soudan,B,50,7,6.285714285714286,50.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,3
Athletics and sports, I've experienced gender inequality within the sports program and feel that it's a significant issue that needs to be addressed.,experienced gender inequality within sport program feel significant issue need addressed,26,3,M,Soudan,A,88,11,7.090909090909091,88.0,0.5875,0.8875,Positive,0,"(0.5875, 0.8875)",0.5875,Positive,4
Athletics and sports, The university needs to take steps to ensure Title IX compliance and create a level playing field for all athletes.,university need take step ensure title ix compliance create level playing field athlete,18,4,F,Soudan,A,87,13,5.769230769230769,87.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,4
Athletics and sports,I feel frustrated with the limited access to the athletic facilities on campus. It's hard to stay active and healthy when you can't even use the gym when you want to.,feel frustrated limited access athletic facility campus hard stay active healthy cant even use gym want,22,2,F,Soudan,C,103,16,5.5,103.0,-0.1392857142857143,0.3969047619047619,Neutral,2,"(-0.1392857142857143, 0.3969047619047619)",-0.1392857142857143,Negative,2
Athletics and sports,The athletic eligibility requirements for sports teams are so strict. It's unfair that some students can't participate just because they don't meet certain criteria.,athletic eligibility requirement sport team strict unfair student cant participate meet certain criterion,24,3,F,Soudan,C,105,13,7.153846153846154,105.0,-0.14285714285714285,0.7857142857142857,Negative,0,"(-0.14285714285714285, 0.7857142857142857)",-0.14285714285714285,Negative,2
Athletics and sports,I'm concerned about the injuries that happen during sports games and practices. The university needs to prioritize the health and safety of its athletes.,concerned injury happen sport game practice university need prioritize health safety athlete,21,5,M,Soudan,C,92,12,6.75,92.0,-0.4,0.4,Neutral,0,"(-0.4, 0.4)",-0.4,Negative,2
Athletics and sports,I've noticed that the sports team culture on campus can be exclusive and elitist. It makes it hard for newcomers to feel welcome.,noticed sport team culture campus exclusive elitist make hard newcomer feel welcome,18,2,F,Soudan,D,83,12,6.0,83.0,0.25416666666666665,0.7208333333333333,Positive,0,"(0.25416666666666665, 0.7208333333333333)",0.25416666666666665,Positive,1
Athletics and sports,Gender inequality in sports is a serious issue that needs to be addressed. Women's sports teams should be given the same opportunities and resources as men's teams.,gender inequality sport serious issue need addressed woman sport team given opportunity resource men team,24,3,F,Soudan,B,105,15,6.066666666666666,105.0,-0.3333333333333333,0.6666666666666666,Negative,0,"(-0.3333333333333333, 0.6666666666666666)",-0.3333333333333333,Negative,3
Athletics and sports,"I'm disappointed with the lack of support for student athletes. It's hard to balance sports and academics, and more resources need to be provided to help athletes succeed.",disappointed lack support student athlete hard balance sport academic resource need provided help athlete succeed,17,4,M,Soudan,A,113,15,6.6,113.0,-0.34722222222222227,0.4305555555555555,Neutral,0,"(-0.34722222222222227, 0.4305555555555555)",-0.34722222222222227,Negative,4
Athletics and sports,The Title IX compliance of the university's sports programs is concerning. It's important to make sure that all students are treated fairly and given equal opportunities.,title ix compliance university sport program concerning important make sure student treated fairly given equal opportunity,22,5,M,Soudan,A,122,16,6.6875,122.0,0.4,0.7597222222222222,Positive,0,"(0.4, 0.7597222222222222)",0.4,Positive,4
Athletics and sports,It's frustrating that there are limited options for sports and athletics programs on campus. More variety would be appreciated.,frustrating limited option sport athletics program campus variety would appreciated,24,1,M,Soudan,F,83,10,7.4,83.0,-0.09047619047619047,0.380952380952381,Neutral,1,"(-0.09047619047619047, 0.380952380952381)",-0.09047619047619047,Negative,0
Athletics and sports,I'm concerned about the lack of diversity on the sports teams. It's important for all students to feel represented and included.,concerned lack diversity sport team important student feel represented included,27,5,M,Soudan,D,79,10,7.0,79.0,0.4,1.0,Positive,0,"(0.4, 1.0)",0.4,Positive,1
Athletics and sports, Athletic facilities are often overcrowded and difficult to access. This makes it hard to stay motivated to exercise and stay active.,athletic facility often overcrowded difficult access make hard stay motivated exercise stay active,18,3,M,Soudan,D,98,13,6.615384615384615,98.0,-0.30833333333333335,0.7138888888888889,Negative,2,"(-0.30833333333333335, 0.7138888888888889)",-0.30833333333333335,Negative,1
Athletics and sports, The athletic eligibility requirements can be confusing and hard to navigate. The university should provide clearer guidelines and resources to help students understand the process.,athletic eligibility requirement confusing hard navigate university provide clearer guideline resource help student understand process,17,4,M,Soudan,F,134,15,8.0,134.0,-0.29583333333333334,0.4708333333333333,Neutral,0,"(-0.29583333333333334, 0.4708333333333333)",-0.29583333333333334,Negative,0
Athletics and sports, The university needs to prioritize the health and wellbeing of its student athletes. This includes providing adequate medical resources and support.,university need prioritize health wellbeing student athlete includes providing adequate medical resource support,22,1,F,Soudan,F,112,13,7.6923076923076925,112.0,0.16666666666666666,0.16666666666666666,Neutral,0,"(0.16666666666666666, 0.16666666666666666)",0.16666666666666666,Positive,0
Athletics and sports, The sports team culture on campus can be toxic and harmful. It's important for the university to promote a positive and inclusive environment.,sport team culture campus toxic harmful important university promote positive inclusive environment,22,2,F,Soudan,B,99,12,7.333333333333333,99.0,0.31363636363636366,0.7727272727272727,Positive,0,"(0.31363636363636366, 0.7727272727272727)",0.31363636363636366,Positive,3
Athletics and sports, Gender inequality in sports is unacceptable. The university needs to do more to support and empower women athletes.,gender inequality sport unacceptable university need support empower woman athlete,26,2,F,Soudan,D,82,10,7.3,82.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,1
Athletics and sports, It's disappointing that there are limited opportunities for students who aren't interested in traditional sports. More alternative options would be appreciated.,disappointing limited opportunity student arent interested traditional sport alternative option would appreciated,18,1,M,Soudan,F,113,12,8.5,113.0,-0.044285714285714275,0.4385714285714285,Neutral,0,"(-0.044285714285714275, 0.4385714285714285)",-0.044285714285714275,Negative,0
Athletics and sports, The lack of resources for student athletes is frustrating. It's hard to succeed in sports and academics without proper support.,lack resource student athlete frustrating hard succeed sport academic without proper support,22,2,F,Soudan,D,92,12,6.75,92.0,-0.17291666666666666,0.3854166666666667,Neutral,0,"(-0.17291666666666666, 0.3854166666666667)",-0.17291666666666666,Negative,1
Athletics and sports, The university needs to make sure that all sports programs are compliant with Title IX regulations. Discrimination should not be tolerated.,university need make sure sport program compliant title ix regulation discrimination tolerated,22,3,M,Soudan,A,94,12,6.916666666666667,94.0,0.5,0.8888888888888888,Positive,0,"(0.5, 0.8888888888888888)",0.5,Positive,4
Athletics and sports," Athletic facilities should be accessible to all students, regardless of their major or athletic eligibility. Everyone should have the opportunity to stay active and healthy.",athletic facility accessible student regardless major athletic eligibility everyone opportunity stay active healthy,23,3,M,Soudan,A,115,13,7.923076923076923,115.0,0.20104166666666667,0.49375,Neutral,0,"(0.20104166666666667, 0.49375)",0.20104166666666667,Positive,4
Athletics and sports, I'm concerned about the lack of diversity among the coaches and staff of the sports teams. It's important for students to have role models and mentors who look like them.,concerned lack diversity among coach staff sport team important student role model mentor look like,16,1,M,Soudan,C,99,15,5.666666666666667,99.0,0.4,1.0,Positive,0,"(0.4, 1.0)",0.4,Positive,2
Athletics and sports, Sports-related injuries can have long-lasting effects on a student's health and wellbeing. It's important for the university to take preventative measures and prioritize safety.,sportsrelated injury longlasting effect student health wellbeing important university take preventative measure prioritize safety,26,5,F,Soudan,F,129,14,8.285714285714286,129.0,0.4,1.0,Positive,0,"(0.4, 1.0)",0.4,Positive,0
Athletics and sports, The athletic eligibility requirements can be unfair to students who don't have the same opportunities as others. The university should take socioeconomic factors into account when evaluating eligibility.,athletic eligibility requirement unfair student opportunity others university take socioeconomic factor account evaluating eligibility,23,3,F,Soudan,F,134,14,8.642857142857142,134.0,-0.5,1.0,Negative,0,"(-0.5, 1.0)",-0.5,Negative,0
Athletics and sports," The sports team culture can be exclusive and cliquey, making it hard for new students to feel included. It's important for the university to foster a welcoming and supportive environment.",sport team culture exclusive cliquey making hard new student feel included important university foster welcoming supportive environment,19,5,M,Soudan,B,135,17,7.0,135.0,0.1861742424242424,0.7490530303030303,Positive,0,"(0.1861742424242424, 0.7490530303030303)",0.1861742424242424,Positive,3
Athletics and sports," Gender inequality in sports is a pervasive issue that affects all students, not just athletes. The university should do more to promote gender equity and empowerment.",gender inequality sport pervasive issue affect student athlete university promote gender equity empowerment,18,1,F,Soudan,A,107,13,7.3076923076923075,107.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,4
Athletics and sports, The lack of options for sports and athletics programs on campus is disappointing. More variety would help students find activities that they enjoy and feel passionate about.,lack option sport athletics program campus disappointing variety would help student find activity enjoy feel passionate,17,5,F,Soudan,A,119,16,6.5,119.0,-0.08333333333333331,0.6833333333333332,Negative,1,"(-0.08333333333333331, 0.6833333333333332)",-0.08333333333333331,Negative,4
Athletics and sports, Student athletes often face unique challenges when it comes to balancing sports and academics. The university needs to provide more support and resources to help them succeed.,student athlete often face unique challenge come balancing sport academic university need provide support resource help succeed,24,5,F,Soudan,C,127,17,6.529411764705882,127.0,0.1875,0.5,Neutral,0,"(0.1875, 0.5)",0.1875,Positive,2
Athletics and sports,I am frustrated with the limited access to athletic facilities on campus. It's difficult to find a time when the gym or fields are not overcrowded.,frustrated limited access athletic facility campus difficult find time gym field overcrowded,19,5,M,Soudan,A,92,12,6.75,92.0,-0.4238095238095238,0.44761904761904764,Neutral,2,"(-0.4238095238095238, 0.44761904761904764)",-0.4238095238095238,Negative,4
Athletics and sports,The athletic eligibility requirements are too strict and exclusionary. It feels like only a select few students are able to participate in sports.,athletic eligibility requirement strict exclusionary feel like select student able participate sport,24,5,F,Soudan,D,100,12,7.416666666666667,100.0,0.5,0.625,Positive,0,"(0.5, 0.625)",0.5,Positive,1
Athletics and sports,I am concerned about the lack of attention given to injuries and sports-related medical concerns. It feels like student-athletes are not given adequate support.,concerned lack attention given injury sportsrelated medical concern feel like studentathletes given adequate support,25,5,M,Soudan,D,116,14,7.357142857142857,116.0,0.16666666666666666,0.16666666666666666,Neutral,0,"(0.16666666666666666, 0.16666666666666666)",0.16666666666666666,Positive,1
Athletics and sports,The sports team culture on campus is toxic and exclusionary. It's discouraging to see such a lack of respect for fellow students.,sport team culture campus toxic exclusionary discouraging see lack respect fellow student,18,5,F,Soudan,B,89,12,6.5,89.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,3
Athletics and sports,I am disappointed with the gender inequality in sports. Women's teams are often underfunded and not given the same opportunities as men's teams.,disappointed gender inequality sport woman team often underfunded given opportunity men team,25,5,F,Soudan,C,92,12,6.75,92.0,-0.75,0.75,Negative,0,"(-0.75, 0.75)",-0.75,Negative,2
Athletics and sports,The university needs to do more to ensure Title IX compliance in all aspects of the athletics programs. It's unacceptable for any student to feel discriminated against or unsafe.,university need ensure title ix compliance aspect athletics program unacceptable student feel discriminated unsafe,19,5,M,Soudan,D,114,14,7.214285714285714,114.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,1
Athletics and sports,It's frustrating that the university only invests in certain sports programs while neglecting others. It's important to support a variety of athletic interests.,frustrating university invests certain sport program neglecting others important support variety athletic interest,19,2,F,Soudan,C,114,13,7.846153846153846,114.0,0.07142857142857142,0.8238095238095239,Positive,0,"(0.07142857142857142, 0.8238095238095239)",0.07142857142857142,Positive,2
Athletics and sports,The athletic department should provide more resources and training for coaches to ensure a safe and inclusive environment for all athletes.,athletic department provide resource training coach ensure safe inclusive environment athlete,21,2,M,Soudan,C,93,11,7.545454545454546,93.0,0.5,0.5,Neutral,0,"(0.5, 0.5)",0.5,Positive,2
Athletics and sports,I have concerns about the lack of diversity and representation within the athletic department staff. It's important for all students to feel seen and supported.,concern lack diversity representation within athletic department staff important student feel seen supported,16,1,M,Soudan,A,108,13,7.384615384615385,108.0,0.4,1.0,Positive,0,"(0.4, 1.0)",0.4,Positive,4
Athletics and sports, I am frustrated by the athletic facilities' inconsistent hours and limited availability during peak times.,frustrated athletic facility inconsistent hour limited availability peak time,25,5,M,Soudan,F,77,9,7.666666666666667,77.0,-0.3857142857142857,0.17142857142857143,Neutral,2,"(-0.3857142857142857, 0.17142857142857143)",-0.3857142857142857,Negative,0
Athletics and sports, The athletic eligibility requirements should be revised to be more inclusive of students with different abilities and backgrounds.,athletic eligibility requirement revised inclusive student different ability background,24,2,F,Soudan,B,87,9,8.777777777777779,87.0,0.0,0.6,Neutral,0,"(0.0, 0.6)",0.0,Neutral,3
Athletics and sports," The university needs to prioritize mental health support for student-athletes, especially during high-stress seasons.",university need prioritize mental health support studentathletes especially highstress season,25,2,M,Soudan,C,93,10,8.4,93.0,-0.05,0.6,Negative,0,"(-0.05, 0.6)",-0.05,Negative,2
Athletics and sports," The sports team culture needs to be more welcoming and supportive, rather than exclusive and competitive.",sport team culture need welcoming supportive rather exclusive competitive,27,2,F,Soudan,C,73,9,7.222222222222222,73.0,0.5,1.0,Positive,0,"(0.5, 1.0)",0.5,Positive,2
Athletics and sports, I am concerned about the lack of attention given to preventing and addressing sports-related injuries. It's important for athletes to receive adequate care.,concerned lack attention given preventing addressing sportsrelated injury important athlete receive adequate care,19,5,F,Soudan,F,113,13,7.769230769230769,113.0,0.3666666666666667,0.6666666666666666,Positive,0,"(0.3666666666666667, 0.6666666666666666)",0.3666666666666667,Positive,0
Athletics and sports, It's disappointing to see the unequal distribution of resources and funding among different sports programs on campus.,disappointing see unequal distribution resource funding among different sport program campus,17,1,M,Soudan,C,92,11,7.454545454545454,92.0,-0.3,0.6499999999999999,Negative,0,"(-0.3, 0.6499999999999999)",-0.3,Negative,2
Athletics and sports," I believe that the university should provide more scholarships and financial support for student-athletes, especially those from underprivileged backgrounds.",believe university provide scholarship financial support studentathletes especially underprivileged background,17,1,F,Soudan,D,110,10,10.1,110.0,0.0,0.5,Neutral,0,"(0.0, 0.5)",0.0,Neutral,1
Athletics and sports," The university needs to do more to support the mental and emotional health of student-athletes, including providing access to therapy and counseling services.",university need support mental emotional health studentathletes including providing access therapy counseling service,25,3,F,Soudan,C,117,13,8.076923076923077,117.0,-0.05,0.42500000000000004,Neutral,0,"(-0.05, 0.42500000000000004)",-0.05,Negative,2
Athletics and sports," The athletic department should prioritize the safety and well-being of all athletes, rather than just focusing on winning.",athletic department prioritize safety wellbeing athlete rather focusing winning,25,2,F,Soudan,F,79,9,7.888888888888889,79.0,0.5,0.75,Positive,0,"(0.5, 0.75)",0.5,Positive,0
Athletics and sports," It's frustrating to see the gender disparities in sports, especially when it comes to funding and support for women's teams.",frustrating see gender disparity sport especially come funding support woman team,25,4,F,Soudan,B,81,11,6.454545454545454,81.0,-0.2,0.95,Negative,0,"(-0.2, 0.95)",-0.2,Negative,3
Athletics and sports, The university should offer more sports programs that cater to students' diverse interests and abilities.,university offer sport program cater student diverse interest ability,20,1,M,Soudan,D,69,9,6.777777777777778,69.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,1
Athletics and sports, I have concerns about the athletic department's handling of Title IX complaints and the overall culture of accountability.,concern athletic department handling title ix complaint overall culture accountability,26,2,F,Soudan,A,86,10,7.7,86.0,-0.15,0.1,Neutral,0,"(-0.15, 0.1)",-0.15,Negative,4
Athletics and sports, The athletic facilities should be more accessible and accommodating for students with disabilities.,athletic facility accessible accommodating student disability,23,2,M,Soudan,C,61,6,9.333333333333334,61.0,0.375,0.375,Neutral,0,"(0.375, 0.375)",0.375,Positive,2
Athletics and sports, I am concerned about the lack of diversity and representation among the student-athletes themselves. It's important for all students to have equal opportunities.,concerned lack diversity representation among studentathletes important student equal opportunity,25,2,F,Soudan,B,97,10,8.8,97.0,0.2,0.625,Positive,0,"(0.2, 0.625)",0.2,Positive,3
Athletics and sports, It's disappointing to see the lack of support and attention given to non-varsity sports programs on campus.,disappointing see lack support attention given nonvarsity sport program campus,24,2,M,Soudan,B,78,10,6.9,78.0,-0.6,0.7,Negative,0,"(-0.6, 0.7)",-0.6,Negative,3
Athletics and sports," The athletic department should prioritize the mental and physical health of all athletes, regardless of their level of competition.",athletic department prioritize mental physical health athlete regardless level competition,22,4,M,Soudan,B,90,10,8.1,90.0,-0.05,0.17142857142857143,Neutral,0,"(-0.05, 0.17142857142857143)",-0.05,Negative,3
Athletics and sports, I am frustrated with the inconsistent and often late communication from coaches and athletic staff.,frustrated inconsistent often late communication coach athletic staff,24,1,M,Soudan,A,69,8,7.75,69.0,-0.5,0.4,Neutral,0,"(-0.5, 0.4)",-0.5,Negative,4
Athletics and sports," It's important for the university to prioritize the safety of all athletes, including implementing proper safety protocols and resources for injuries.",important university prioritize safety athlete including implementing proper safety protocol resource injury,20,2,M,Soudan,F,108,12,8.083333333333334,108.0,0.2,0.55,Positive,0,"(0.2, 0.55)",0.2,Positive,0
Athletics and sports, The university should invest in more preventative measures to avoid sports-related injuries and promote overall wellness.,university invest preventative measure avoid sportsrelated injury promote overall wellness,22,4,F,Soudan,D,90,10,8.1,90.0,0.0,0.0,Neutral,0,"(0.0, 0.0)",0.0,Neutral,1
Athletics and sports, The gender disparities in sports must be addressed and rectified to ensure equal opportunities for all students.,gender disparity sport must addressed rectified ensure equal opportunity student,22,3,F,Soudan,C,80,10,7.1,80.0,0.0,0.25,Neutral,0,"(0.0, 0.25)",0.0,Neutral,2
